model,fpr,tpr,threshold
rule,0.0,0.0,inf
rule,0.004132231404958678,0.0,0.999999967863647
rule,0.012396694214876033,0.0,0.9999966089081461
rule,0.012396694214876033,0.03164556962025317,0.9999698105009585
rule,0.024793388429752067,0.03164556962025317,0.9999330954164151
rule,0.024793388429752067,0.0379746835443038,0.9998932479431724
rule,0.028925619834710745,0.0379746835443038,0.9998293008847655
rule,0.028925619834710745,0.05063291139240506,0.9997260027968186
rule,0.06198347107438017,0.05063291139240506,0.9994697660542226
rule,0.06198347107438017,0.08227848101265822,0.9992960494269544
rule,0.07024793388429752,0.08227848101265822,0.9992463011351348
rule,0.07024793388429752,0.0949367088607595,0.9992066126558043
rule,0.0743801652892562,0.0949367088607595,0.9990879621865185
rule,0.0743801652892562,0.10126582278481013,0.9988237051537501
rule,0.07851239669421488,0.10126582278481013,0.998773061172198
rule,0.07851239669421488,0.10759493670886076,0.9983418458446071
rule,0.08264462809917356,0.10759493670886076,0.9978419786447342
rule,0.08264462809917356,0.11392405063291139,0.9975941880699305
rule,0.09504132231404959,0.11392405063291139,0.9951039876526148
rule,0.09504132231404959,0.12658227848101267,0.9935589674610502
rule,0.09917355371900827,0.12658227848101267,0.991302128865299
rule,0.09917355371900827,0.13291139240506328,0.9894815409304815
rule,0.1115702479338843,0.13291139240506328,0.9889623250113895
rule,0.1115702479338843,0.1518987341772152,0.9824339566897143
rule,0.12396694214876033,0.1518987341772152,0.9814964537488367
rule,0.12396694214876033,0.16455696202531644,0.9793158571159709
rule,0.1322314049586777,0.16455696202531644,0.9743242515400954
rule,0.1322314049586777,0.17088607594936708,0.9734431018048733
rule,0.15289256198347106,0.17088607594936708,0.9674348862930517
rule,0.15289256198347106,0.17721518987341772,0.9656229631991093
rule,0.1652892561983471,0.17721518987341772,0.948275503713156
rule,0.1652892561983471,0.20253164556962025,0.936666510474951
rule,0.16942148760330578,0.20253164556962025,0.9282554512249721
rule,0.16942148760330578,0.21518987341772153,0.9232956437323873
rule,0.18181818181818182,0.21518987341772153,0.9062107154566026
rule,0.18181818181818182,0.22151898734177214,0.896019795547238
rule,0.1859504132231405,0.22151898734177214,0.8946902470423385
rule,0.1859504132231405,0.22784810126582278,0.8939852549312063
rule,0.19834710743801653,0.22784810126582278,0.8843929958785243
rule,0.19834710743801653,0.24050632911392406,0.8726715917463378
rule,0.2066115702479339,0.24050632911392406,0.8568689246213699
rule,0.2066115702479339,0.26582278481012656,0.786902596128096
rule,0.23140495867768596,0.26582278481012656,0.7050636393220607
rule,0.23140495867768596,0.27848101265822783,0.6921194611881454
rule,0.24380165289256198,0.27848101265822783,0.6649995106939949
rule,0.24380165289256198,0.2848101265822785,0.6645243520961044
