model,fpr,tpr,threshold
rule,0.0,0.0,inf
rule,0.015873015873015872,0.0,0.9999999166207704
rule,0.06349206349206349,0.0,0.9999909276354736
rule,0.06349206349206349,0.02702702702702703,0.9999786503171428
rule,0.07936507936507936,0.02702702702702703,0.9999638222641472
rule,0.07936507936507936,0.05405405405405406,0.9999076468522883
rule,0.12698412698412698,0.05405405405405406,0.9993258417002392
rule,0.12698412698412698,0.1891891891891892,0.9974889790621311
rule,0.1746031746031746,0.1891891891891892,0.9944528785725734
rule,0.1746031746031746,0.24324324324324326,0.9885000361030728
rule,0.2857142857142857,0.24324324324324326,0.8703315076854562
rule,0.2857142857142857,0.2702702702702703,0.8437297503156886
rule,0.30158730158730157,0.2702702702702703,0.8417804550440635
rule,0.30158730158730157,0.2972972972972973,0.8279495085104751
rule,0.3492063492063492,0.2972972972972973,0.7719819351652512
rule,0.3492063492063492,0.32432432432432434,0.7704156323609042
rule,0.36507936507936506,0.32432432432432434,0.6481718684663852
rule,0.36507936507936506,0.5405405405405406,0.22979521729758143
rule,0.38095238095238093,0.5405405405405406,0.22150423951432124
rule,0.38095238095238093,0.6216216216216216,0.19859155339598733
rule,0.3968253968253968,0.6216216216216216,0.17552458621211497
rule,0.3968253968253968,0.7297297297297297,0.06699100180987154
rule,0.5396825396825397,0.7297297297297297,0.02090687633966704
rule,0.5396825396825397,0.7567567567567568,0.01986341586061263
rule,0.6507936507936508,0.7567567567567568,0.0027458256493521713
rule,0.6507936507936508,0.7837837837837838,0.0026700540386500006
rule,0.6825396825396826,0.7837837837837838,0.0025036853152407227
rule,0.6825396825396826,0.8378378378378378,0.0020597717559828433
rule,0.746031746031746,0.8378378378378378,0.0003573082206918246
rule,0.746031746031746,0.8648648648648649,0.0003027104694910074
rule,0.7936507936507936,0.8648648648648649,0.00013034300344583427
rule,0.7936507936507936,0.8918918918918919,0.00012544569711587966
rule,0.8095238095238095,0.8918918918918919,9.947265174471489e-05
rule,0.8095238095238095,0.918918918918919,5.995551516465126e-05
rule,0.8253968253968254,0.918918918918919,5.298306344002974e-05
rule,0.8253968253968254,0.972972972972973,3.8833038376181856e-05
rule,0.8571428571428571,0.972972972972973,5.4798715947513935e-06
rule,0.8571428571428571,1.0,7.237633338156187e-07
rule,1.0,1.0,5.848409785478358e-13
rectified_l1,0.0,0.0,inf
rectified_l1,0.015873015873015872,0.0,0.9999999166207704
rectified_l1,0.06349206349206349,0.0,0.9999909276354736
rectified_l1,0.06349206349206349,0.02702702702702703,0.9999786503171428
rectified_l1,0.07936507936507936,0.02702702702702703,0.9999638222641472
rectified_l1,0.07936507936507936,0.05405405405405406,0.9999076468522883
rectified_l1,0.12698412698412698,0.05405405405405406,0.9993258417002392
rectified_l1,0.12698412698412698,0.1891891891891892,0.9974889790621311
rectified_l1,0.1746031746031746,0.1891891891891892,0.9944528785725734
rectified_l1,0.1746031746031746,0.24324324324324326,0.9885000361030728
rectified_l1,0.2857142857142857,0.24324324324324326,0.8703315076854562
rectified_l1,0.2857142857142857,0.2702702702702703,0.8437297503156886
rectified_l1,0.30158730158730157,0.2702702702702703,0.8417804550440635
rectified_l1,0.30158730158730157,0.2972972972972973,0.8279495085104751
rectified_l1,0.3492063492063492,0.2972972972972973,0.7719819351652512
rectified_l1,0.3492063492063492,0.32432432432432434,0.7704156323609042
rectified_l1,0.36507936507936506,0.32432432432432434,0.6481718684663852
rectified_l1,0.36507936507936506,0.5405405405405406,0.22979521729758143
rectified_l1,0.38095238095238093,0.5405405405405406,0.22150423951432124
rectified_l1,0.38095238095238093,0.6216216216216216,0.19859155339598733
rectified_l1,0.3968253968253968,0.6216216216216216,0.17552458621211497
rectified_l1,0.3968253968253968,0.7297297297297297,0.06699100180987154
rectified_l1,0.5396825396825397,0.7297297297297297,0.02090687633966704
rectified_l1,0.5396825396825397,0.7567567567567568,0.01986341586061263
rectified_l1,0.6507936507936508,0.7567567567567568,0.0027458256493521713
rectified_l1,0.6507936507936508,0.7837837837837838,0.0026700540386500006
rectified_l1,0.6825396825396826,0.7837837837837838,0.0025036853152407227
rectified_l1,0.6825396825396826,0.8378378378378378,0.0020597717559828433
rectified_l1,0.746031746031746,0.8378378378378378,0.0003573082206918246
rectified_l1,0.746031746031746,0.8648648648648649,0.0003027104694910074
rectified_l1,0.7936507936507936,0.8648648648648649,0.00013034300344583427
rectified_l1,0.7936507936507936,0.8918918918918919,0.00012544569711587966
rectified_l1,0.8095238095238095,0.8918918918918919,9.947265174471489e-05
rectified_l1,0.8095238095238095,0.918918918918919,5.995551516465126e-05
rectified_l1,0.8253968253968254,0.918918918918919,5.298306344002974e-05
rectified_l1,0.8253968253968254,0.972972972972973,3.8833038376181856e-05
rectified_l1,0.8571428571428571,0.972972972972973,5.4798715947513935e-06
rectified_l1,0.8571428571428571,1.0,7.237633338156187e-07
rectified_l1,1.0,1.0,5.848409785478358e-13
raw_l1,0.0,0.0,inf
raw_l1,1.0,1.0,0.3811111111111111
sklearn_rectified,0.0,0.0,inf
sklearn_rectified,0.015873015873015872,0.0,0.7707812391110053
sklearn_rectified,0.06349206349206349,0.0,0.7094644744219535
sklearn_rectified,0.06349206349206349,0.02702702702702703,0.6550032108130448
sklearn_rectified,0.15873015873015872,0.05405405405405406,0.6533531185101439
sklearn_rectified,0.15873015873015872,0.08108108108108109,0.6533530015836033
sklearn_rectified,0.19047619047619047,0.08108108108108109,0.6229964081416264
sklearn_rectified,0.19047619047619047,0.13513513513513514,0.6088481732509118
sklearn_rectified,0.20634920634920634,0.16216216216216217,0.6077976858190354
sklearn_rectified,0.20634920634920634,0.1891891891891892,0.576605217462246
sklearn_rectified,0.2222222222222222,0.1891891891891892,0.5765212300991424
sklearn_rectified,0.2222222222222222,0.24324324324324326,0.5659107618745016
sklearn_rectified,0.23809523809523808,0.24324324324324326,0.5468899052960511
sklearn_rectified,0.23809523809523808,0.2702702702702703,0.5448550213985587
sklearn_rectified,0.25396825396825395,0.2702702702702703,0.5283706599560852
sklearn_rectified,0.25396825396825395,0.2972972972972973,0.524628498871243
sklearn_rectified,0.31746031746031744,0.2972972972972973,0.5000524881519525
sklearn_rectified,0.31746031746031744,0.35135135135135137,0.4875792231115876
sklearn_rectified,0.3333333333333333,0.35135135135135137,0.47652716917066906
sklearn_rectified,0.3333333333333333,0.40540540540540543,0.463011155475053
sklearn_rectified,0.38095238095238093,0.40540540540540543,0.4348753605047975
sklearn_rectified,0.38095238095238093,0.4864864864864865,0.40398950979267034
sklearn_rectified,0.3968253968253968,0.4864864864864865,0.4018074131109889
sklearn_rectified,0.3968253968253968,0.5135135135135135,0.3971518340863299
sklearn_rectified,0.42857142857142855,0.5135135135135135,0.3855738215708171
sklearn_rectified,0.42857142857142855,0.5945945945945946,0.3486691585284382
sklearn_rectified,0.4444444444444444,0.5945945945945946,0.3327714648983605
sklearn_rectified,0.4444444444444444,0.6216216216216216,0.3262511296020773
sklearn_rectified,0.47619047619047616,0.6216216216216216,0.30135602920176124
sklearn_rectified,0.47619047619047616,0.6486486486486487,0.2970974555054049
sklearn_rectified,0.5714285714285714,0.6486486486486487,0.24565852909621544
sklearn_rectified,0.5714285714285714,0.7027027027027027,0.22682602949329844
sklearn_rectified,0.5873015873015873,0.7027027027027027,0.22445091178177584
sklearn_rectified,0.5873015873015873,0.7297297297297297,0.20483455726565322
sklearn_rectified,0.6031746031746031,0.7297297297297297,0.20247564523707348
sklearn_rectified,0.6031746031746031,0.7837837837837838,0.19353456292365057
sklearn_rectified,0.6190476190476191,0.7837837837837838,0.18975877199868255
sklearn_rectified,0.6190476190476191,0.8108108108108109,0.16592489200593175
sklearn_rectified,0.6507936507936508,0.8108108108108109,0.15352057482927925
sklearn_rectified,0.6507936507936508,0.8378378378378378,0.14564888668477521
sklearn_rectified,0.6984126984126984,0.8378378378378378,0.13827482136575825
sklearn_rectified,0.6984126984126984,0.8918918918918919,0.11912828666076555
sklearn_rectified,0.746031746031746,0.8918918918918919,0.08523936049682894
sklearn_rectified,0.746031746031746,0.9459459459459459,0.0744445838981174
sklearn_rectified,0.8095238095238095,0.9459459459459459,0.054420763026225616
sklearn_rectified,0.8095238095238095,0.972972972972973,0.050816078690811485
sklearn_rectified,0.8412698412698413,0.972972972972973,0.039619438369421375
sklearn_rectified,0.8412698412698413,1.0,0.03564793134908465
sklearn_rectified,1.0,1.0,0.0022217240105298305
sklearn_raw,0.0,0.0,inf
sklearn_raw,0.015873015873015872,0.0,0.38186299957980685
sklearn_raw,0.031746031746031744,0.0,0.381840112681249
sklearn_raw,0.031746031746031744,0.05405405405405406,0.38181690557742154
sklearn_raw,0.047619047619047616,0.05405405405405406,0.3818095759057206
sklearn_raw,0.047619047619047616,0.13513513513513514,0.3817846689037566
sklearn_raw,0.09523809523809523,0.13513513513513514,0.3817407735968462
sklearn_raw,0.09523809523809523,0.16216216216216217,0.3817080536126242
sklearn_raw,0.1111111111111111,0.16216216216216217,0.3816804467869149
sklearn_raw,0.1111111111111111,0.2702702702702703,0.3815908965010998
sklearn_raw,0.1746031746031746,0.2702702702702703,0.3815731407408221
sklearn_raw,0.1746031746031746,0.32432432432432434,0.3815589053164864
sklearn_raw,0.2222222222222222,0.32432432432432434,0.3815360144505906
sklearn_raw,0.2222222222222222,0.35135135135135137,0.38153055781079886
sklearn_raw,0.23809523809523808,0.35135135135135137,0.38150820059102586
sklearn_raw,0.23809523809523808,0.40540540540540543,0.3815004333485993
sklearn_raw,0.25396825396825395,0.40540540540540543,0.3814742101313651
sklearn_raw,0.25396825396825395,0.4594594594594595,0.3814526241642496
sklearn_raw,0.3333333333333333,0.4594594594594595,0.3813950358954635
sklearn_raw,0.3333333333333333,0.5405405405405406,0.3813556672904402
sklearn_raw,0.38095238095238093,0.5405405405405406,0.3813203064800002
sklearn_raw,0.38095238095238093,0.5675675675675675,0.38130797481666245
sklearn_raw,0.47619047619047616,0.5675675675675675,0.38125838269715606
sklearn_raw,0.47619047619047616,0.6216216216216216,0.38122102601278246
sklearn_raw,0.6507936507936508,0.6216216216216216,0.3810079950503587
sklearn_raw,0.6507936507936508,0.6756756756756757,0.3810037808189985
sklearn_raw,0.6666666666666666,0.6756756756756757,0.38095111867708936
sklearn_raw,0.6666666666666666,0.7027027027027027,0.3809403780473196
sklearn_raw,0.6825396825396826,0.7027027027027027,0.38092646082677273
sklearn_raw,0.6825396825396826,0.8108108108108109,0.3808075575233968
sklearn_raw,0.7142857142857143,0.8108108108108109,0.38076496690224365
sklearn_raw,0.7142857142857143,0.8378378378378378,0.3807638698824946
sklearn_raw,0.8253968253968254,0.8378378378378378,0.3806323822404286
sklearn_raw,0.8253968253968254,0.8648648648648649,0.38059560178029034
sklearn_raw,0.9365079365079365,0.8648648648648649,0.3805164869520512
sklearn_raw,0.9365079365079365,0.9459459459459459,0.3804706152188695
