fpr,tpr,threshold
0.0,0.0,inf
0.0,0.008130081300813009,0.7853492647586188
0.01694915254237288,0.008130081300813009,0.7417526972518348
0.01694915254237288,0.056910569105691054,0.7289571231751049
0.04519774011299435,0.056910569105691054,0.7145712042068035
0.04519774011299435,0.06504065040650407,0.706698237036543
0.05084745762711865,0.06504065040650407,0.7055660511574129
0.05084745762711865,0.08130081300813008,0.702276042419704
0.06779661016949153,0.08130081300813008,0.6904651832619727
0.10734463276836158,0.08943089430894309,0.690465114001572
0.12429378531073447,0.08943089430894309,0.6822787125910927
0.12429378531073447,0.0975609756097561,0.6806776484207627
0.13559322033898305,0.0975609756097561,0.6795618830440163
0.15819209039548024,0.0975609756097561,0.6705544155845424
0.15819209039548024,0.14634146341463414,0.6498253445767644
0.1694915254237288,0.15447154471544716,0.6468269500036825
0.1694915254237288,0.16260162601626016,0.6456244342507371
0.1807909604519774,0.16260162601626016,0.641954957083388
0.192090395480226,0.16260162601626016,0.6416255663312629
0.192090395480226,0.17886178861788618,0.6393347427739634
0.2033898305084746,0.17886178861788618,0.6306233607838123
0.2033898305084746,0.1951219512195122,0.622132516943326
0.22033898305084745,0.1951219512195122,0.609060726488554
0.22598870056497175,0.2032520325203252,0.6064681453623039
0.23728813559322035,0.2032520325203252,0.6001727489893918
0.23728813559322035,0.21951219512195122,0.5865608174936217
0.24293785310734464,0.21951219512195122,0.5845295641974029
0.24293785310734464,0.22764227642276422,0.5647553958036923
0.24858757062146894,0.22764227642276422,0.5610103023229571
0.24858757062146894,0.2601626016260163,0.5523987479885811
0.2768361581920904,0.2601626016260163,0.5411438703213932
0.2768361581920904,0.2682926829268293,0.5358256104457503
0.2824858757062147,0.2682926829268293,0.530319347404321
0.2824858757062147,0.2764227642276423,0.5295410111056555
0.3107344632768362,0.2764227642276423,0.483885761106905
0.3107344632768362,0.2845528455284553,0.481578344906116
0.3163841807909605,0.2845528455284553,0.48121498049877237
0.3163841807909605,0.3008130081300813,0.47793186703746343
0.3220338983050847,0.3008130081300813,0.47581279562839224
0.3220338983050847,0.3089430894308943,0.47501897591142234
0.3389830508474576,0.3089430894308943,0.4650739004892218
0.3389830508474576,0.3170731707317073,0.4641103186737632
0.3446327683615819,0.3170731707317073,0.4633860413152077
0.3446327683615819,0.3333333333333333,0.45134572307347853
0.3502824858757062,0.3333333333333333,0.4456277801184752
0.3502824858757062,0.34146341463414637,0.44447781042619045
0.3559322033898305,0.34146341463414637,0.4440380543246595
0.3559322033898305,0.34959349593495936,0.44182153227439136
0.3898305084745763,0.34959349593495936,0.42883980289410895
0.3898305084745763,0.35772357723577236,0.42843943662479844
0.4011299435028249,0.35772357723577236,0.42651449624005056
0.4011299435028249,0.36585365853658536,0.4205266019115185
0.4067796610169492,0.36585365853658536,0.4051467134182142
0.4067796610169492,0.37398373983739835,0.4015304345978236
0.4124293785310734,0.37398373983739835,0.3955802683492162
0.4124293785310734,0.3821138211382114,0.3920266717013199
0.4293785310734463,0.3821138211382114,0.3874983093559721
0.4293785310734463,0.3983739837398374,0.38504807946206754
0.4858757062146893,0.3983739837398374,0.36659333505242714
0.4858757062146893,0.4146341463414634,0.35919907788547356
0.4915254237288136,0.4146341463414634,0.35641875443310483
0.4915254237288136,0.44715447154471544,0.348074710327269
0.4971751412429379,0.44715447154471544,0.3372572308657869
0.4971751412429379,0.4715447154471545,0.33168812279235227
0.5028248587570622,0.4715447154471545,0.3290091916094442
0.5028248587570622,0.4959349593495935,0.32237645140791754
0.5084745762711864,0.4959349593495935,0.32197188586026315
0.5084745762711864,0.5284552845528455,0.3087323557457779
0.5141242937853108,0.5284552845528455,0.30755418046202215
0.5141242937853108,0.5447154471544715,0.3022953031771788
0.519774011299435,0.5447154471544715,0.3008027829580456
0.519774011299435,0.5528455284552846,0.3004675329000142
0.5706214689265536,0.5528455284552846,0.2709927365449168
0.5706214689265536,0.5609756097560976,0.2650528202199978
0.5819209039548022,0.5609756097560976,0.2564301349631344
0.5819209039548022,0.5853658536585366,0.2520364384223433
0.5875706214689266,0.5853658536585366,0.2505752587986621
0.5875706214689266,0.5934959349593496,0.24851165180854387
0.5932203389830508,0.5934959349593496,0.24436150803245907
0.5932203389830508,0.6016260162601627,0.2380959433678936
0.6101694915254238,0.6016260162601627,0.22897374402274537
0.6101694915254238,0.6260162601626016,0.22179597797666295
0.615819209039548,0.6260162601626016,0.22127066354755726
0.615819209039548,0.6341463414634146,0.21792334149098094
0.6440677966101694,0.6341463414634146,0.20722455687456107
0.6440677966101694,0.6422764227642277,0.20549947718663492
0.6892655367231638,0.6422764227642277,0.18091999732683195
0.6892655367231638,0.6585365853658537,0.168885110014123
0.7062146892655368,0.6585365853658537,0.16296055237897972
0.7062146892655368,0.6666666666666666,0.16247384107516244
0.711864406779661,0.6666666666666666,0.16095956426956273
0.711864406779661,0.6747967479674797,0.1562563100038198
0.7344632768361582,0.6747967479674797,0.14843000631073333
0.7344632768361582,0.6829268292682927,0.1472927774550994
0.7570621468926554,0.6829268292682927,0.1416650612744552
0.7570621468926554,0.6910569105691057,0.13951575160382934
0.7740112994350282,0.6910569105691057,0.13380610809778293
0.7740112994350282,0.6991869918699187,0.13352421972038583
0.7853107344632768,0.6991869918699187,0.13047204635028542
0.7853107344632768,0.7073170731707317,0.12970399953237458
0.8135593220338984,0.7073170731707317,0.11393499531947325
0.8135593220338984,0.7235772357723578,0.10669527542443824
0.8192090395480226,0.7235772357723578,0.10615360620388871
0.8192090395480226,0.7317073170731707,0.10266080125048767
0.8305084745762712,0.7317073170731707,0.10015070039988194
0.8305084745762712,0.7398373983739838,0.09942793619175364
0.8361581920903954,0.7398373983739838,0.09939941898407167
0.8361581920903954,0.7560975609756098,0.09690320342684085
0.8418079096045198,0.7560975609756098,0.0959880561223876
0.8418079096045198,0.7723577235772358,0.09287034121160641
0.864406779661017,0.7723577235772358,0.08406607712967606
0.864406779661017,0.7804878048780488,0.08377026281974706
0.8700564971751412,0.7804878048780488,0.08319190863484006
0.8700564971751412,0.7886178861788617,0.08295772335870642
0.8813559322033898,0.7886178861788617,0.07886720583018984
0.8813559322033898,0.8048780487804879,0.07608388002972766
0.8926553672316384,0.8048780487804879,0.07171412159908061
0.8926553672316384,0.8130081300813008,0.07086676645554348
0.903954802259887,0.8130081300813008,0.06680279261339864
0.903954802259887,0.8373983739837398,0.06308045063384343
0.9096045197740112,0.8373983739837398,0.06063551719692861
0.9096045197740112,0.8455284552845529,0.059930292239289376
0.9152542372881356,0.8455284552845529,0.0583602298613563
0.9152542372881356,0.8536585365853658,0.057818928307633306
0.9209039548022598,0.8536585365853658,0.056350701094307606
0.9209039548022598,0.8780487804878049,0.05388439796872034
0.9322033898305084,0.8780487804878049,0.05274027018239471
0.9322033898305084,0.8861788617886179,0.051064947551829
0.943502824858757,0.8861788617886179,0.04753768657843459
0.943502824858757,0.9024390243902439,0.04511517466135147
0.96045197740113,0.9024390243902439,0.03399332141083378
0.96045197740113,0.9186991869918699,0.033663783876937456
0.9717514124293786,0.9186991869918699,0.02770420260973206
0.9717514124293786,0.9349593495934959,0.01903084588635346
0.9774011299435028,0.9349593495934959,0.017492802357828026
0.9774011299435028,0.967479674796748,0.007584063893778692
0.9943502824858758,0.967479674796748,0.004893779617333783
0.9943502824858758,0.983739837398374,0.0036528670293329074
1.0,0.983739837398374,0.0029439009191323346
1.0,1.0,0.0026407455097246734
