model,fpr,tpr,threshold
rule,0.0,0.0,inf
rule,0.011235955056179775,0.0,0.9999999938910744
rule,0.011235955056179775,0.01639344262295082,0.9999997461701295
rule,0.02247191011235955,0.01639344262295082,0.9999995903236352
rule,0.02247191011235955,0.03278688524590164,0.9999977849547396
rule,0.033707865168539325,0.03278688524590164,0.9999966135180932
rule,0.033707865168539325,0.04918032786885246,0.9999911708869568
rule,0.0449438202247191,0.04918032786885246,0.9999880449007754
rule,0.0449438202247191,0.06557377049180328,0.9999170953705344
rule,0.056179775280898875,0.06557377049180328,0.9997596299920842
rule,0.056179775280898875,0.09836065573770492,0.9994416809151364
rule,0.06741573033707865,0.09836065573770492,0.9992911571479596
rule,0.06741573033707865,0.13114754098360656,0.9985576952889502
rule,0.0898876404494382,0.13114754098360656,0.9978938466097387
rule,0.0898876404494382,0.14754098360655737,0.9974692596749035
rule,0.16853932584269662,0.14754098360655737,0.9713837612122741
rule,0.16853932584269662,0.16393442622950818,0.9700141829330677
rule,0.1797752808988764,0.16393442622950818,0.9696588748478792
rule,0.1797752808988764,0.18032786885245902,0.9661265053926947
rule,0.19101123595505617,0.18032786885245902,0.9636394386279896
rule,0.19101123595505617,0.19672131147540983,0.9613275388419948
rule,0.2247191011235955,0.19672131147540983,0.9057297895681682
rule,0.2247191011235955,0.26229508196721313,0.8472304786771225
rule,0.25842696629213485,0.26229508196721313,0.7810197215178831
rule,0.25842696629213485,0.3114754098360656,0.7358706701465995
rule,0.2808988764044944,0.3114754098360656,0.7044546774415016
rule,0.2808988764044944,0.32786885245901637,0.6761828813311741
rule,0.3146067415730337,0.32786885245901637,0.6522102831519186
rule,0.3146067415730337,0.3442622950819672,0.6086618425681664
rule,0.34831460674157305,0.3442622950819672,0.5706801928823853
rule,0.34831460674157305,0.36065573770491804,0.5260252431516136
rule,0.3595505617977528,0.36065573770491804,0.5204551297795345
rule,0.3595505617977528,0.39344262295081966,0.4457005469577686
rule,0.4157303370786517,0.39344262295081966,0.2867676322555181
rule,0.4157303370786517,0.4098360655737705,0.27039036382670806
rule,0.42696629213483145,0.4098360655737705,0.249366740381698
rule,0.42696629213483145,0.45901639344262296,0.12389923171156685
rule,0.449438202247191,0.45901639344262296,0.1237340039702577
rule,0.47191011235955055,0.45901639344262296,0.11540358941660148
rule,0.47191011235955055,0.4918032786885246,0.10010137357976234
rule,0.48314606741573035,0.4918032786885246,0.0995943417584296
rule,0.48314606741573035,0.5081967213114754,0.06937149098961853
rule,0.4943820224719101,0.5081967213114754,0.046252733130114916
rule,0.4943820224719101,0.5573770491803278,0.02984256509312058
rule,0.5280898876404494,0.5573770491803278,0.024177290611532502
rule,0.5280898876404494,0.5737704918032787,0.023332132355556923
rule,0.5393258426966292,0.5737704918032787,0.02112642530725433
rule,0.5393258426966292,0.6065573770491803,0.017612539093748932
rule,0.5842696629213483,0.6065573770491803,0.009744937804896625
rule,0.5842696629213483,0.6229508196721312,0.008589112834660666
rule,0.5955056179775281,0.6229508196721312,0.006876392481339426
rule,0.5955056179775281,0.6557377049180327,0.0029340356233744395
rule,0.6067415730337079,0.6557377049180327,0.002382870126069467
rule,0.6067415730337079,0.7049180327868853,0.002109520377205016
rule,0.6179775280898876,0.7049180327868853,0.0015430388053204814
rule,0.6179775280898876,0.7377049180327869,0.0013495825187078722
rule,0.6292134831460674,0.7377049180327869,0.001253927379947747
rule,0.6292134831460674,0.7540983606557377,0.0011933324635116174
rule,0.6404494382022472,0.7540983606557377,0.0005912696672708797
rule,0.6404494382022472,0.7868852459016393,0.0005261601080598908
rule,0.6853932584269663,0.7868852459016393,0.0002645403035706256
rule,0.6853932584269663,0.8032786885245902,0.00024825971261824785
rule,0.7078651685393258,0.8032786885245902,0.00019477302861631754
rule,0.7078651685393258,0.819672131147541,0.00019069923517297713
rule,0.7191011235955056,0.819672131147541,0.00018880590345565312
rule,0.7191011235955056,0.8360655737704918,0.00018502811465569673
rule,0.7640449438202247,0.8360655737704918,2.5418906393330928e-05
rule,0.7640449438202247,0.8688524590163934,1.9201467766222503e-05
rule,0.7752808988764045,0.8688524590163934,1.63597092263402e-05
rule,0.7752808988764045,0.8852459016393442,1.3981798093100137e-05
rule,0.797752808988764,0.8852459016393442,1.0990760471966703e-05
rule,0.797752808988764,0.9016393442622951,1.0900609698705159e-05
rule,0.8202247191011236,0.9016393442622951,8.702306955042751e-06
rule,0.8202247191011236,0.9180327868852459,7.321721265245224e-06
rule,0.8426966292134831,0.9180327868852459,3.7271262438118322e-06
rule,0.8426966292134831,0.9344262295081968,3.6156757982308453e-06
rule,0.9325842696629213,0.9344262295081968,5.844252995366923e-07
rule,0.9325842696629213,0.9508196721311475,4.865972484598771e-07
rule,0.9887640449438202,0.9508196721311475,9.093266441137346e-09
rule,0.9887640449438202,0.9836065573770492,2.204797947680568e-09
rule,1.0,0.9836065573770492,1.1508441825740493e-09
rule,1.0,1.0,5.3595943915953014e-11
rectified_l1,0.0,0.0,inf
rectified_l1,0.011235955056179775,0.0,0.9999999938910744
rectified_l1,0.011235955056179775,0.01639344262295082,0.9999997461701295
rectified_l1,0.02247191011235955,0.01639344262295082,0.9999995903236352
rectified_l1,0.02247191011235955,0.03278688524590164,0.9999977849547396
rectified_l1,0.033707865168539325,0.03278688524590164,0.9999966135180932
rectified_l1,0.033707865168539325,0.04918032786885246,0.9999911708869568
rectified_l1,0.0449438202247191,0.04918032786885246,0.9999880449007754
rectified_l1,0.0449438202247191,0.06557377049180328,0.9999170953705344
rectified_l1,0.056179775280898875,0.06557377049180328,0.9997596299920842
rectified_l1,0.056179775280898875,0.09836065573770492,0.9994416809151364
rectified_l1,0.06741573033707865,0.09836065573770492,0.9992911571479596
rectified_l1,0.06741573033707865,0.13114754098360656,0.9985576952889502
rectified_l1,0.0898876404494382,0.13114754098360656,0.9978938466097387
rectified_l1,0.0898876404494382,0.14754098360655737,0.9974692596749035
rectified_l1,0.16853932584269662,0.14754098360655737,0.9713837612122741
rectified_l1,0.16853932584269662,0.16393442622950818,0.9700141829330677
rectified_l1,0.1797752808988764,0.16393442622950818,0.9696588748478792
rectified_l1,0.1797752808988764,0.18032786885245902,0.9661265053926947
rectified_l1,0.19101123595505617,0.18032786885245902,0.9636394386279896
rectified_l1,0.19101123595505617,0.19672131147540983,0.9613275388419948
rectified_l1,0.2247191011235955,0.19672131147540983,0.9057297895681682
rectified_l1,0.2247191011235955,0.26229508196721313,0.8472304786771225
rectified_l1,0.25842696629213485,0.26229508196721313,0.7810197215178831
rectified_l1,0.25842696629213485,0.3114754098360656,0.7358706701465995
rectified_l1,0.2808988764044944,0.3114754098360656,0.7044546774415016
rectified_l1,0.2808988764044944,0.32786885245901637,0.6761828813311741
rectified_l1,0.3146067415730337,0.32786885245901637,0.6522102831519186
rectified_l1,0.3146067415730337,0.3442622950819672,0.6086618425681664
rectified_l1,0.34831460674157305,0.3442622950819672,0.5706801928823853
rectified_l1,0.34831460674157305,0.36065573770491804,0.5260252431516136
rectified_l1,0.3595505617977528,0.36065573770491804,0.5204551297795345
rectified_l1,0.3595505617977528,0.39344262295081966,0.4457005469577686
rectified_l1,0.4157303370786517,0.39344262295081966,0.2867676322555181
rectified_l1,0.4157303370786517,0.4098360655737705,0.27039036382670806
rectified_l1,0.42696629213483145,0.4098360655737705,0.249366740381698
rectified_l1,0.42696629213483145,0.45901639344262296,0.12389923171156685
rectified_l1,0.449438202247191,0.45901639344262296,0.1237340039702577
rectified_l1,0.47191011235955055,0.45901639344262296,0.11540358941660148
rectified_l1,0.47191011235955055,0.4918032786885246,0.10010137357976234
rectified_l1,0.48314606741573035,0.4918032786885246,0.0995943417584296
rectified_l1,0.48314606741573035,0.5081967213114754,0.06937149098961853
rectified_l1,0.4943820224719101,0.5081967213114754,0.046252733130114916
rectified_l1,0.4943820224719101,0.5573770491803278,0.02984256509312058
rectified_l1,0.5280898876404494,0.5573770491803278,0.024177290611532502
rectified_l1,0.5280898876404494,0.5737704918032787,0.023332132355556923
rectified_l1,0.5393258426966292,0.5737704918032787,0.02112642530725433
rectified_l1,0.5393258426966292,0.6065573770491803,0.017612539093748932
rectified_l1,0.5842696629213483,0.6065573770491803,0.009744937804896625
rectified_l1,0.5842696629213483,0.6229508196721312,0.008589112834660666
rectified_l1,0.5955056179775281,0.6229508196721312,0.006876392481339426
rectified_l1,0.5955056179775281,0.6557377049180327,0.0029340356233744395
rectified_l1,0.6067415730337079,0.6557377049180327,0.002382870126069467
rectified_l1,0.6067415730337079,0.7049180327868853,0.002109520377205016
rectified_l1,0.6179775280898876,0.7049180327868853,0.0015430388053204814
rectified_l1,0.6179775280898876,0.7377049180327869,0.0013495825187078722
rectified_l1,0.6292134831460674,0.7377049180327869,0.001253927379947747
rectified_l1,0.6292134831460674,0.7540983606557377,0.0011933324635116174
rectified_l1,0.6404494382022472,0.7540983606557377,0.0005912696672708797
rectified_l1,0.6404494382022472,0.7868852459016393,0.0005261601080598908
rectified_l1,0.6853932584269663,0.7868852459016393,0.0002645403035706256
rectified_l1,0.6853932584269663,0.8032786885245902,0.00024825971261824785
rectified_l1,0.7078651685393258,0.8032786885245902,0.00019477302861631754
rectified_l1,0.7078651685393258,0.819672131147541,0.00019069923517297713
rectified_l1,0.7191011235955056,0.819672131147541,0.00018880590345565312
rectified_l1,0.7191011235955056,0.8360655737704918,0.00018502811465569673
rectified_l1,0.7640449438202247,0.8360655737704918,2.5418906393330928e-05
rectified_l1,0.7640449438202247,0.8688524590163934,1.9201467766222503e-05
rectified_l1,0.7752808988764045,0.8688524590163934,1.63597092263402e-05
rectified_l1,0.7752808988764045,0.8852459016393442,1.3981798093100137e-05
rectified_l1,0.797752808988764,0.8852459016393442,1.0990760471966703e-05
rectified_l1,0.797752808988764,0.9016393442622951,1.0900609698705159e-05
rectified_l1,0.8202247191011236,0.9016393442622951,8.702306955042751e-06
rectified_l1,0.8202247191011236,0.9180327868852459,7.321721265245224e-06
rectified_l1,0.8426966292134831,0.9180327868852459,3.7271262438118322e-06
rectified_l1,0.8426966292134831,0.9344262295081968,3.6156757982308453e-06
rectified_l1,0.9325842696629213,0.9344262295081968,5.844252995366923e-07
rectified_l1,0.9325842696629213,0.9508196721311475,4.865972484598771e-07
rectified_l1,0.9887640449438202,0.9508196721311475,9.093266441137346e-09
rectified_l1,0.9887640449438202,0.9836065573770492,2.204797947680568e-09
rectified_l1,1.0,0.9836065573770492,1.1508441825740493e-09
rectified_l1,1.0,1.0,5.3595943915953014e-11
raw_l1,0.0,0.0,inf
raw_l1,1.0,1.0,0.37529411764705883
sklearn_rectified,0.0,0.0,inf
sklearn_rectified,0.0,0.01639344262295082,0.7268497632527482
sklearn_rectified,0.011235955056179775,0.01639344262295082,0.6919083511906017
sklearn_rectified,0.011235955056179775,0.08196721311475409,0.64074272757563
sklearn_rectified,0.06741573033707865,0.11475409836065574,0.6360074138115357
sklearn_rectified,0.0898876404494382,0.11475409836065574,0.6212777387709766
sklearn_rectified,0.0898876404494382,0.13114754098360656,0.6198666010488485
sklearn_rectified,0.11235955056179775,0.13114754098360656,0.6124666378096044
sklearn_rectified,0.11235955056179775,0.14754098360655737,0.607712055370448
sklearn_rectified,0.1348314606741573,0.14754098360655737,0.5982295944902793
sklearn_rectified,0.1348314606741573,0.16393442622950818,0.5821122367962984
sklearn_rectified,0.19101123595505617,0.16393442622950818,0.5459949093941955
sklearn_rectified,0.19101123595505617,0.26229508196721313,0.523498473815365
sklearn_rectified,0.20224719101123595,0.26229508196721313,0.5227297981635531
sklearn_rectified,0.20224719101123595,0.29508196721311475,0.5098035723594779
sklearn_rectified,0.21348314606741572,0.29508196721311475,0.5051756102245478
sklearn_rectified,0.21348314606741572,0.36065573770491804,0.4949172941944226
sklearn_rectified,0.25842696629213485,0.36065573770491804,0.4737962348948827
sklearn_rectified,0.25842696629213485,0.39344262295081966,0.46605711241071734
sklearn_rectified,0.3258426966292135,0.39344262295081966,0.4291110952046233
sklearn_rectified,0.3258426966292135,0.4262295081967213,0.41105460323850823
sklearn_rectified,0.38202247191011235,0.4262295081967213,0.3743072055748688
sklearn_rectified,0.38202247191011235,0.4426229508196721,0.3695780543790233
sklearn_rectified,0.39325842696629215,0.4426229508196721,0.36308693297683364
sklearn_rectified,0.39325842696629215,0.4918032786885246,0.33386044457383385
sklearn_rectified,0.4157303370786517,0.4918032786885246,0.3299422563359574
sklearn_rectified,0.4157303370786517,0.5081967213114754,0.3263872498631598
sklearn_rectified,0.449438202247191,0.5081967213114754,0.3035962098006606
